amostras	ano	ensaio	repeticao	peak_1	trough_1	breakdown	final_visc	setback	peak_time	pasting_temp	umidade_percent
BGM-0204	2011	BR.BAG1.PT.11.EA1	1	4342.00	1394.00	2948.00	2508.00	1114.00	69.40	NA	NA
BGM-0204	2011	BR.BAG1.PT.11.EA1	2	4271.00	1377.00	2894.00	2462.00	1085.00	70.20	NA	NA
BGM-0205	2011	BR.BAG1.PT.11.EA1	1	4913.00	1713.00	3200.00	3054.00	1393.00	69.30	NA	NA
BGM-0205	2011	BR.BAG1.PT.11.EA1	2	4953.00	1698.00	3255.00	3104.00	1430.00	68.40	NA	NA
BGM-0207	2011	BR.BAG1.PT.11.EA1	1	4945.00	2070.00	2875.00	3058.00	1155.00	67.90	NA	NA
BGM-0207	2011	BR.BAG1.PT.11.EA1	2	4988.00	1866.00	3122.00	3240.50	1446.00	70.20	NA	NA
BGM-0208	2011	BR.BAG1.PT.11.EA1	1	4961.00	1576.00	3385.00	2757.00	1189.00	68.60	NA	NA
BGM-0208	2011	BR.BAG1.PT.11.EA1	2	4995.00	1546.00	3449.00	2712.00	1174.00	68.65	NA	NA
BGM-0211	2011	BR.BAG1.PT.11.EA1	1	4766.00	1819.00	2947.00	3200.00	1408.00	73.50	NA	NA
BGM-0211	2011	BR.BAG1.PT.11.EA1	2	4715.00	1731.00	2984.00	3136.00	1495.00	71.80	NA	NA
BGM-0212	2011	BR.BAG1.PT.11.EA1	1	5125.00	1835.50	3289.50	3295.00	1529.50	70.63	NA	NA
BGM-0212	2011	BR.BAG1.PT.11.EA1	2	5069.33	1936.33	3133.00	3066.00	1165.33	71.00	NA	NA
BGM-0213	2011	BR.BAG1.PT.11.EA1	1	4669.00	1676.00	2993.00	2707.00	1074.00	70.95	NA	NA
BGM-0213	2011	BR.BAG1.PT.11.EA1	2	4643.00	1652.00	2991.00	2723.00	1103.00	70.95	NA	NA
BGM-0214	2011	BR.BAG1.PT.11.EA1	1	4765.50	1850.00	2915.50	3148.50	1401.00	70.18	NA	NA
BGM-0214	2011	BR.BAG1.PT.11.EA1	2	4783.00	1886.00	2897.00	3204.00	1354.00	69.85	NA	NA
BGM-0215	2011	BR.BAG1.PT.11.EA1	1	4950.00	1974.00	2976.00	2953.00	1349.00	72.70	NA	NA
BGM-0215	2011	BR.BAG1.PT.11.EA1	2	4981.00	2031.00	2950.00	2895.00	1056.00	72.60	NA	NA
BGM-0216	2011	BR.BAG1.PT.11.EA1	1	4594.00	1783.00	2811.00	3137.00	1406.00	71.20	NA	NA
BGM-0216	2011	BR.BAG1.PT.11.EA1	2	4556.00	1690.00	2866.00	3134.00	1450.00	71.00	NA	NA
BGM-0217	2011	BR.BAG1.PT.11.EA1	1	4692.00	2046.00	2646.00	3162.00	1389.00	68.65	NA	NA
BGM-0217	2011	BR.BAG1.PT.11.EA1	2	4647.00	2021.00	2626.00	3129.00	1188.00	68.60	NA	NA
BGM-0218	2011	BR.BAG1.PT.11.EA1	2	4877.00	1728.00	3149.00	2896.00	1168.00	69.30	NA	NA
BGM-0219	2011	BR.BAG1.PT.11.EA1	1	4320.00	1667.00	2653.00	2686.00	1075.00	69.35	NA	NA
BGM-0219	2011	BR.BAG1.PT.11.EA1	2	4337.00	1654.00	2683.00	2684.00	1080.00	69.35	NA	NA
BGM-0220	2011	BR.BAG1.PT.11.EA1	1	4522.00	1730.00	2792.00	2858.00	1170.00	70.20	NA	NA
BGM-0220	2011	BR.BAG1.PT.11.EA1	2	4476.00	1692.00	2784.00	2982.00	1310.00	71.10	NA	NA
BGM-0222	2011	BR.BAG1.PT.11.EA1	2	5880.00	2042.00	3838.00	3206.00	1172.00	69.45	NA	NA
BGM-0223	2011	BR.BAG1.PT.11.EA1	1	4692.00	1626.00	3066.00	2610.00	984.00	68.40	NA	NA
BGM-0223	2011	BR.BAG1.PT.11.EA1	2	4748.00	1649.00	3099.00	2659.00	1021.00	68.40	NA	NA
BGM-0224	2011	BR.BAG1.PT.11.EA1	1	5149.00	2162.00	2987.00	3314.00	1419.00	69.30	NA	NA
BGM-0224	2011	BR.BAG1.PT.11.EA1	2	5214.00	2159.00	3055.00	3285.00	1347.00	68.40	NA	NA
BGM-0225	2011	BR.BAG1.PT.11.EA1	1	4809.00	1673.00	3136.00	2854.00	1193.00	70.20	NA	NA
BGM-0225	2011	BR.BAG1.PT.11.EA1	2	4778.00	1671.00	3107.00	2838.00	1187.00	69.30	NA	NA
BGM-0226	2011	BR.BAG1.PT.11.EA1	1	5683.00	1821.00	3862.00	2828.00	1015.00	67.95	NA	NA
BGM-0226	2011	BR.BAG1.PT.11.EA1	2	5696.00	1814.00	3882.00	2886.00	1072.00	66.95	NA	NA
BGM-0229	2011	BR.BAG1.PT.11.EA1	1	4537.00	1671.00	2866.00	2889.00	1267.00	69.30	NA	NA
BGM-0229	2011	BR.BAG1.PT.11.EA1	2	4480.00	1678.00	2802.00	2905.00	1227.00	70.20	NA	NA
BGM-0230	2011	BR.BAG1.PT.11.EA1	1	5207.00	1772.00	3435.00	3038.00	1293.00	67.80	NA	NA
BGM-0230	2011	BR.BAG1.PT.11.EA1	2	5325.00	1835.00	3490.00	3049.00	1230.00	68.40	NA	NA
BGM-0232	2011	BR.BAG1.PT.11.EA1	1	4970.00	1918.00	3052.00	3253.00	1438.00	68.40	NA	NA
BGM-0232	2011	BR.BAG1.PT.11.EA1	2	5010.00	1935.00	3075.00	3427.00	1525.00	69.30	NA	NA
BGM-0234	2011	BR.BAG1.PT.11.EA1	1	4573.00	1415.00	3158.00	2163.00	758.00	67.00	NA	NA
BGM-0234	2011	BR.BAG1.PT.11.EA1	2	4585.00	1439.00	3146.00	2164.00	742.00	67.00	NA	NA
BGM-0236	2011	BR.BAG1.PT.11.EA1	1	4295.50	1541.00	2754.50	2445.00	951.00	68.85	NA	NA
BGM-0236	2011	BR.BAG1.PT.11.EA1	2	4507.50	1671.00	2836.50	2595.50	970.50	65.80	NA	NA
BGM-0237	2011	BR.BAG1.PT.11.EA1	1	5059.00	1754.00	3305.00	2907.00	1165.00	70.20	NA	NA
BGM-0237	2011	BR.BAG1.PT.11.EA1	2	5025.00	1791.00	3234.00	2911.00	1142.00	70.20	NA	NA
BGM-0238	2011	BR.BAG1.PT.11.EA1	1	4860.00	1805.00	3055.00	3161.00	1385.00	69.30	NA	NA
BGM-0238	2011	BR.BAG1.PT.11.EA1	2	4876.00	1823.00	3053.00	3058.00	1324.00	69.30	NA	NA
BGM-0242	2011	BR.BAG1.PT.11.EA1	1	5032.00	1987.00	3045.00	3180.00	1381.00	70.20	NA	NA
BGM-0242	2011	BR.BAG1.PT.11.EA1	2	5172.00	1983.00	3189.00	3359.00	1546.00	70.20	NA	NA
BGM-0243	2011	BR.BAG1.PT.11.EA1	1	4815.00	1786.00	3029.00	2830.00	1186.00	70.15	NA	NA
BGM-0243	2011	BR.BAG1.PT.11.EA1	2	4922.00	1796.00	3126.00	2908.00	1112.00	70.35	NA	NA
BGM-0244	2011	BR.BAG1.PT.11.EA1	1	5212.00	1955.00	3257.00	3314.00	1400.00	69.30	NA	NA
BGM-0244	2011	BR.BAG1.PT.11.EA1	2	5174.00	1927.00	3247.00	3224.00	1399.00	69.30	NA	NA
BGM-0245	2011	BR.BAG1.PT.11.EA1	1	4741.00	1828.00	2913.00	3048.00	1271.00	69.30	NA	NA
BGM-0245	2011	BR.BAG1.PT.11.EA1	2	4798.00	1868.00	2930.00	3104.00	1302.00	70.20	NA	NA
BGM-0247	2011	BR.BAG1.PT.11.EA1	1	5181.00	1698.00	3483.00	2648.00	993.00	70.20	NA	NA
BGM-0247	2011	BR.BAG1.PT.11.EA1	2	5076.00	1642.00	3434.00	2594.00	994.00	69.35	NA	NA
BGM-0248	2011	BR.BAG1.PT.11.EA1	1	5144.00	1796.00	3348.00	3120.00	1458.00	67.80	NA	NA
BGM-0248	2011	BR.BAG1.PT.11.EA1	2	5145.00	1787.00	3358.00	3209.00	1489.00	67.80	NA	NA
BGM-0249	2011	BR.BAG1.PT.11.EA1	1	4814.00	1707.00	3107.00	3029.00	1343.00	69.30	NA	NA
BGM-0249	2011	BR.BAG1.PT.11.EA1	2	4793.00	1669.00	3124.00	2921.00	1315.00	69.30	NA	NA
BGM-0250	2011	BR.BAG1.PT.11.EA1	1	4215.50	1664.75	2550.75	2583.25	949.00	71.06	NA	NA
BGM-0250	2011	BR.BAG1.PT.11.EA1	2	4145.50	1656.00	2489.50	2577.25	930.25	70.76	NA	NA
BGM-0251	2011	BR.BAG1.PT.11.EA1	1	4512.00	1328.00	3184.00	1958.00	645.00	69.30	NA	NA
BGM-0251	2011	BR.BAG1.PT.11.EA1	2	4558.00	1346.00	3212.00	1963.00	636.00	69.30	NA	NA
BGM-0252	2011	BR.BAG1.PT.11.EA1	1	5440.00	2058.00	3382.00	3495.00	1490.00	68.40	NA	NA
BGM-0252	2011	BR.BAG1.PT.11.EA1	2	5444.00	2090.00	3354.00	3472.00	1460.00	69.30	NA	NA
BGM-0253	2011	BR.BAG1.PT.11.EA1	2	4675.00	1735.00	2940.00	2814.00	1086.00	70.95	NA	NA
BGM-0254	2011	BR.BAG1.PT.11.EA1	1	5222.00	1931.00	3291.00	2972.00	1242.00	68.40	NA	NA
BGM-0254	2011	BR.BAG1.PT.11.EA1	2	5199.00	1948.00	3251.00	3041.00	1160.00	68.40	NA	NA
BGM-0255	2011	BR.BAG1.PT.11.EA1	2	4626.00	1851.00	2775.00	2870.00	1099.00	70.95	NA	NA
BGM-0255	2011	BR.BAG2.PT.11.EA1	1	4482.00	1741.00	2741.00	2837.00	1216.00	70.20	NA	NA
BGM-0256	2011	BR.BAG2.PT.11.EA1	1	4954.00	1841.00	3113.00	3128.00	1370.00	69.30	NA	NA
BGM-0256	2011	BR.BAG2.PT.11.EA1	2	4977.00	1859.00	3118.00	3158.00	1372.00	69.30	NA	NA
BGM-0257	2011	BR.BAG2.PT.11.EA1	1	3969.00	1423.00	2546.00	2265.00	842.00	71.90	NA	NA
BGM-0257	2011	BR.BAG2.PT.11.EA1	2	4026.00	1426.00	2600.00	2266.00	840.00	71.85	NA	NA
BGM-0258	2011	BR.BAG2.PT.11.EA1	1	4802.00	1618.00	3184.00	2415.00	826.00	68.40	NA	NA
BGM-0258	2011	BR.BAG2.PT.11.EA1	2	4890.00	1663.00	3227.00	2450.00	832.00	69.30	NA	NA
BGM-0260	2011	BR.BAG2.PT.11.EA1	1	4105.00	1528.00	2577.00	2876.00	1428.00	68.40	NA	NA
BGM-0260	2011	BR.BAG2.PT.11.EA1	2	4536.00	1652.00	2884.00	3082.00	1512.00	68.40	NA	NA
BGM-0261	2011	BR.BAG2.PT.11.EA1	1	5067.00	1963.00	3104.00	3416.00	1521.00	68.40	NA	NA
BGM-0261	2011	BR.BAG2.PT.11.EA1	2	5045.00	1974.00	3071.00	3305.00	1413.00	68.40	NA	NA
BGM-0262	2011	BR.BAG2.PT.11.EA1	1	5203.00	1770.00	3433.00	3266.00	1536.00	68.40	NA	NA
BGM-0262	2011	BR.BAG2.PT.11.EA1	2	5287.00	1726.00	3561.00	3191.00	1496.00	68.40	NA	NA
BGM-0263	2011	BR.BAG2.PT.11.EA1	1	4231.00	1541.00	2690.00	2728.00	1275.00	69.40	NA	NA
BGM-0263	2011	BR.BAG2.PT.11.EA1	2	4586.00	1595.00	2991.00	2727.00	1184.00	69.40	NA	NA
BGM-0266	2011	BR.BAG2.PT.11.EA1	1	5256.00	1743.00	3513.00	3084.00	1401.00	68.40	NA	NA
BGM-0266	2011	BR.BAG2.PT.11.EA1	2	5245.00	1721.00	3524.00	3090.00	1445.00	68.40	NA	NA
BGM-0267	2011	BR.BAG2.PT.11.EA1	1	5693.00	2060.00	3633.00	3036.00	1001.00	67.00	NA	NA
BGM-0267	2011	BR.BAG2.PT.11.EA1	2	5272.00	1968.00	3304.00	3150.00	1222.00	67.80	NA	NA
BGM-0269	2011	BR.BAG2.PT.11.EA1	1	4797.00	1645.00	3152.00	2985.00	1356.00	69.30	NA	NA
BGM-0269	2011	BR.BAG2.PT.11.EA1	2	4768.00	1673.00	3095.00	2968.00	1337.00	70.20	NA	NA
BGM-0271	2011	BR.BAG2.PT.11.EA1	1	4815.00	1308.00	3507.00	2794.00	1486.00	67.05	NA	NA
BGM-0271	2011	BR.BAG2.PT.11.EA1	2	4795.00	1276.00	3519.00	2743.00	1467.00	67.75	NA	NA
BGM-0272	2011	BR.BAG2.PT.11.EA1	1	5490.00	1851.00	3639.00	3310.00	1647.00	69.45	NA	NA
BGM-0272	2011	BR.BAG2.PT.11.EA1	2	5453.00	1957.00	3496.00	3382.00	1491.00	69.40	NA	NA
BGM-0273	2011	BR.BAG2.PT.11.EA1	1	4805.00	1760.00	3045.00	3004.00	1358.00	68.45	NA	NA
BGM-0273	2011	BR.BAG2.PT.11.EA1	2	4781.00	1763.00	3018.00	3009.00	1342.00	68.60	NA	NA
BGM-0274	2011	BR.BAG2.PT.11.EA1	1	5507.00	1990.00	3517.00	3394.00	1631.00	67.00	NA	NA
BGM-0274	2011	BR.BAG2.PT.11.EA1	2	5459.00	2077.00	3382.00	3435.00	1533.00	67.00	NA	NA
BGM-0275	2011	BR.BAG2.PT.11.EA1	1	5110.00	1717.00	3393.00	2821.00	1139.00	68.40	NA	NA
BGM-0275	2011	BR.BAG2.PT.11.EA1	2	5078.00	1713.00	3365.00	2798.00	1087.00	68.40	NA	NA
BGM-0276	2011	BR.BAG2.PT.11.EA1	1	5182.00	2227.00	2955.00	3620.00	1653.00	69.30	NA	NA
BGM-0276	2011	BR.BAG2.PT.11.EA1	2	5206.00	2242.00	2964.00	3641.00	1471.00	70.20	NA	NA
BGM-0277	2011	BR.BAG2.PT.11.EA1	1	4941.00	1675.00	3266.00	2829.50	1203.00	71.00	NA	NA
BGM-0277	2011	BR.BAG2.PT.11.EA1	2	5032.00	1679.00	3353.00	2886.50	1243.00	71.03	NA	NA
BGM-0278	2011	BR.BAG2.PT.11.EA1	1	5184.00	1992.00	3192.00	3303.00	1349.00	69.35	NA	NA
BGM-0278	2011	BR.BAG2.PT.11.EA1	2	5007.00	1855.00	3152.00	3198.00	1422.00	68.55	NA	NA
BGM-0280	2011	BR.BAG2.PT.11.EA1	1	4534.00	1548.00	2986.00	2502.00	965.00	70.95	NA	NA
BGM-0280	2011	BR.BAG2.PT.11.EA1	2	4329.00	1536.00	2793.00	2470.00	985.00	71.05	NA	NA
BGM-0281	2011	BR.BAG2.PT.11.EA1	1	4919.00	1916.00	3003.00	2769.00	963.00	67.80	NA	NA
BGM-0281	2011	BR.BAG2.PT.11.EA1	2	4921.00	1927.00	2994.00	2776.00	962.00	67.80	NA	NA
BGM-0282	2011	BR.BAG2.PT.11.EA1	1	4988.00	1916.50	3071.50	3242.50	1343.50	70.58	NA	NA
BGM-0282	2011	BR.BAG2.PT.11.EA1	2	4761.00	1525.50	3235.50	2680.50	1163.00	71.00	NA	NA
BGM-0283	2011	BR.BAG2.PT.11.EA1	1	4878.00	1686.00	3192.00	2777.00	1091.00	69.30	NA	NA
BGM-0283	2011	BR.BAG2.PT.11.EA1	2	5192.00	1757.00	3435.00	2880.00	1123.00	69.30	NA	NA
BGM-0285	2011	BR.BAG2.PT.11.EA1	1	5302.00	1917.00	3385.00	3201.00	1366.00	68.40	NA	NA
BGM-0285	2011	BR.BAG2.PT.11.EA1	2	5429.00	2018.00	3411.00	3254.00	1287.00	70.20	NA	NA
BGM-0287	2011	BR.BAG2.PT.11.EA1	1	5079.00	1765.00	3314.00	2685.00	947.00	68.40	NA	NA
BGM-0287	2011	BR.BAG2.PT.11.EA1	2	5198.00	1768.00	3430.00	2717.00	954.00	68.40	NA	NA
BGM-0288	2011	BR.BAG2.PT.11.EA1	1	4759.00	1638.50	3120.50	3063.00	1454.50	69.28	NA	NA
BGM-0288	2011	BR.BAG2.PT.11.EA1	2	4792.00	1633.50	3158.50	3065.50	1499.00	68.98	NA	NA
BGM-0289	2011	BR.BAG2.PT.11.EA1	1	6264.00	1975.00	4289.00	3063.00	1092.00	68.60	NA	NA
BGM-0289	2011	BR.BAG2.PT.11.EA1	2	6223.00	1979.00	4244.00	3016.00	1037.00	70.15	NA	NA
BGM-0290	2011	BR.BAG2.PT.11.EA1	1	4712.00	1713.00	2999.00	2905.00	1192.00	70.95	NA	NA
BGM-0290	2011	BR.BAG2.PT.11.EA1	2	4618.00	1605.00	3013.00	2942.00	1344.00	69.30	NA	NA
BGM-0291	2011	BR.BAG2.PT.11.EA1	1	5041.00	1726.00	3315.00	3038.00	1359.00	68.40	NA	NA
BGM-0291	2011	BR.BAG2.PT.11.EA1	2	5121.00	1740.00	3381.00	3057.00	1338.00	69.30	NA	NA
BGM-0292	2011	BR.BAG2.PT.11.EA1	1	5688.00	1926.00	3762.00	3155.00	1233.00	68.40	NA	NA
BGM-0292	2011	BR.BAG2.PT.11.EA1	2	5291.00	1774.00	3517.00	2816.00	1066.00	68.40	NA	NA
BGM-0293	2011	BR.BAG2.PT.11.EA1	1	4973.00	1771.00	3202.00	2801.00	1054.00	69.30	NA	NA
BGM-0293	2011	BR.BAG2.PT.11.EA1	2	4820.00	1740.00	3080.00	2816.00	1076.00	68.40	NA	NA
BGM-0295	2011	BR.BAG2.PT.11.EA1	1	5144.00	2094.00	3050.00	3384.00	1406.00	67.00	NA	NA
BGM-0295	2011	BR.BAG2.PT.11.EA1	2	5214.00	2094.00	3120.00	3420.00	1438.00	67.80	NA	NA
BGM-0296	2011	BR.BAG2.PT.11.EA1	1	5010.00	1801.00	3209.00	3060.00	1283.00	70.15	NA	NA
BGM-0296	2011	BR.BAG2.PT.11.EA1	2	4963.00	1783.00	3180.00	3031.00	1299.00	70.20	NA	NA
BGM-0297	2011	BR.BAG2.PT.11.EA1	1	4768.00	1687.00	3081.00	2504.00	869.00	68.40	NA	NA
BGM-0297	2011	BR.BAG2.PT.11.EA1	2	4662.00	1645.00	3017.00	2449.00	860.00	68.40	NA	NA
BGM-0298	2011	BR.BAG2.PT.11.EA1	1	4174.00	1457.00	2717.00	2425.00	984.00	68.40	NA	NA
BGM-0298	2011	BR.BAG2.PT.11.EA1	2	4146.00	1456.00	2690.00	2331.00	883.00	70.20	NA	NA
BGM-0300	2011	BR.BAG2.PT.11.EA1	1	5023.00	1838.00	3185.00	3088.00	1250.00	69.30	NA	NA
BGM-0300	2011	BR.BAG2.PT.11.EA1	2	5103.00	1874.00	3229.00	3041.00	1171.00	70.20	NA	NA
BGM-0301	2011	BR.BAG2.PT.11.EA1	1	5150.00	1631.00	3519.00	3200.00	1608.00	68.40	NA	NA
BGM-0301	2011	BR.BAG2.PT.11.EA1	2	5189.00	1727.00	3462.00	3149.00	1459.00	68.40	NA	NA
BGM-0302	2011	BR.BAG2.PT.11.EA1	1	4795.00	1816.00	2979.00	3072.00	1304.00	69.40	NA	NA
BGM-0302	2011	BR.BAG2.PT.11.EA1	2	4753.00	1817.00	2936.00	3054.00	1280.00	69.35	NA	NA
BGM-0303	2011	BR.BAG2.PT.11.EA1	1	4874.00	1685.00	3189.00	2211.00	526.00	68.65	NA	NA
BGM-0303	2011	BR.BAG2.PT.11.EA1	2	4839.00	1681.00	3158.00	2246.00	565.00	69.45	NA	NA
BGM-0304	2011	BR.BAG2.PT.11.EA1	1	5093.00	1813.00	3280.00	2943.00	1137.00	69.30	NA	NA
BGM-0304	2011	BR.BAG2.PT.11.EA1	2	5128.00	1826.00	3302.00	2934.00	1134.00	69.30	NA	NA
BGM-0305	2011	BR.BAG2.PT.11.EA1	1	4495.00	1753.00	2742.00	2931.00	1219.00	69.30	NA	NA
BGM-0305	2011	BR.BAG2.PT.11.EA1	2	4326.00	1643.00	2683.00	2801.00	1253.00	69.50	NA	NA
BGM-0307	2011	BR.BAG2.PT.11.EA1	1	3781.00	1493.00	2288.00	2009.00	516.00	68.65	NA	NA
BGM-0307	2011	BR.BAG2.PT.11.EA1	2	3822.00	1478.00	2344.00	2002.00	524.00	68.65	NA	NA
BGM-0308	2011	BR.BAG2.PT.11.EA1	1	5470.00	1790.00	3680.00	3221.00	1447.00	69.30	NA	NA
BGM-0308	2011	BR.BAG2.PT.11.EA1	2	5480.00	1858.00	3622.00	3181.00	1399.00	70.30	NA	NA
BGM-0310	2011	BR.BAG2.PT.11.EA1	1	4823.00	1282.00	3541.00	1783.00	516.00	67.00	NA	NA
BGM-0310	2011	BR.BAG2.PT.11.EA1	2	4627.00	1265.00	3362.00	1744.00	499.00	67.00	NA	NA
BGM-0312	2011	BR.BAG2.PT.11.EA1	1	5038.00	1413.00	3625.00	2364.00	951.00	66.90	NA	NA
BGM-0312	2011	BR.BAG2.PT.11.EA1	2	5056.00	1492.00	3564.00	2413.00	921.00	66.05	NA	NA
BGM-0313	2011	BR.BAG2.PT.11.EA1	1	4492.00	1714.00	2778.00	2875.00	1200.00	70.20	NA	NA
BGM-0313	2011	BR.BAG2.PT.11.EA1	2	4517.00	1712.00	2805.00	2830.00	1167.00	70.20	NA	NA
BGM-0315	2011	BR.BAG2.PT.11.EA1	1	5104.00	1791.00	3313.00	2921.00	1130.00	70.20	NA	NA
BGM-0315	2011	BR.BAG2.PT.11.EA1	2	5102.00	1755.00	3347.00	2981.00	1226.00	68.40	NA	NA
BGM-0316	2011	BR.BAG2.PT.11.EA1	1	4756.00	1780.00	2976.00	3037.50	1316.00	68.73	NA	NA
BGM-0316	2011	BR.BAG2.PT.11.EA1	2	4827.50	1786.00	3041.50	3038.50	1332.00	68.28	NA	NA
BGM-0317	2011	BR.BAG2.PT.11.EA1	1	4869.00	1644.00	3225.00	2625.00	981.00	70.15	NA	NA
BGM-0317	2011	BR.BAG2.PT.11.EA1	2	4884.00	1636.00	3248.00	2567.00	985.00	70.15	NA	NA
BGM-0318	2011	BR.BAG2.PT.11.EA1	1	4677.00	1647.00	3030.00	2564.00	925.00	67.80	NA	NA
BGM-0318	2011	BR.BAG2.PT.11.EA1	2	4608.00	1682.00	2926.00	2492.00	810.00	68.40	NA	NA
BGM-0319	2011	BR.BAG2.PT.11.EA1	1	4931.00	1906.00	3025.00	2756.00	850.00	70.00	NA	NA
BGM-0319	2011	BR.BAG2.PT.11.EA1	2	4680.00	1820.00	2860.00	2563.00	903.00	70.95	NA	NA
BGM-0320	2011	BR.BAG2.PT.11.EA1	1	5521.00	1989.00	3532.00	3349.00	1489.00	70.05	NA	NA
BGM-0320	2011	BR.BAG2.PT.11.EA1	2	5511.00	1874.00	3637.00	3363.00	1514.00	69.45	NA	NA
BGM-0321	2011	BR.BAG2.PT.11.EA1	1	4392.00	1555.00	2837.00	2245.00	706.00	70.20	NA	NA
BGM-0321	2011	BR.BAG2.PT.11.EA1	2	4349.00	1575.00	2774.00	2306.00	742.00	70.20	NA	NA
BGM-0322	2011	BR.BAG2.PT.11.EA1	1	4824.00	1811.00	3013.00	2866.00	1095.00	69.40	NA	NA
BGM-0322	2011	BR.BAG2.PT.11.EA1	2	4822.00	1789.00	3033.00	2758.00	1118.00	70.25	NA	NA
BGM-0324	2011	BR.BAG2.PT.11.EA1	1	4626.00	1537.00	3089.00	2310.00	773.00	71.85	NA	NA
BGM-0324	2011	BR.BAG2.PT.11.EA1	2	4610.00	1531.00	3079.00	2282.00	782.00	71.95	NA	NA
BGM-0325	2011	BR.BAG2.PT.11.EA1	1	4375.00	1633.00	2742.00	2668.00	1036.00	70.20	NA	NA
BGM-0325	2011	BR.BAG2.PT.11.EA1	2	4375.00	1649.00	2726.00	2645.00	1011.00	70.95	NA	NA
BGM-0327	2011	BR.BAG2.PT.11.EA1	1	5532.50	1807.50	3725.00	3267.00	1599.00	65.83	NA	NA
BGM-0327	2011	BR.BAG2.PT.11.EA1	2	7372.00	2096.00	5276.00	3256.50	1172.00	66.65	NA	NA
BGM-0330	2011	BR.BAG2.PT.11.EA1	1	5031.00	1932.00	3099.00	2918.00	1276.00	69.45	NA	NA
BGM-0330	2011	BR.BAG2.PT.11.EA1	2	5010.00	1978.00	3032.00	3003.00	1276.00	69.35	NA	NA
BGM-0331	2011	BR.BAG2.PT.11.EA1	1	4762.00	1652.00	3110.00	2984.00	1332.00	68.60	NA	NA
BGM-0331	2011	BR.BAG2.PT.11.EA1	2	4777.00	1601.00	3176.00	2819.00	1218.00	71.05	NA	NA
BGM-0332	2011	BR.BAG2.PT.11.EA1	1	5441.00	1933.00	3508.00	3286.00	1490.00	69.25	NA	NA
BGM-0332	2011	BR.BAG2.PT.11.EA1	2	5387.00	2093.00	3294.00	3397.00	1377.00	69.25	NA	NA
BGM-0333	2011	BR.BAG2.PT.11.EA1	1	4656.00	1923.00	2733.00	3014.00	1208.00	69.30	NA	NA
BGM-0333	2011	BR.BAG2.PT.11.EA1	2	4559.00	1863.00	2696.00	2893.00	1130.00	69.30	NA	NA
BGM-0334	2011	BR.BAG2.PT.11.EA1	1	5039.00	1658.00	3381.00	2516.00	859.00	67.80	NA	NA
BGM-0334	2011	BR.BAG2.PT.11.EA1	2	5042.00	1661.00	3381.00	2539.00	896.00	67.80	NA	NA
BGM-0335	2011	BR.BAG2.PT.11.EA1	1	5144.00	1564.00	3580.00	2299.00	739.00	70.30	NA	NA
BGM-0335	2011	BR.BAG2.PT.11.EA1	2	4923.00	1485.00	3438.00	2175.00	705.00	70.15	NA	NA
BGM-0336	2011	BR.BAG2.PT.11.EA1	2	4253.00	1199.00	3054.00	1650.00	454.00	72.55	NA	NA
BGM-0337	2011	BR.BAG2.PT.11.EA1	1	5005.00	1780.00	3225.00	2946.00	1173.00	66.25	NA	NA
BGM-0337	2011	BR.BAG2.PT.11.EA1	2	5006.00	1811.00	3195.00	2919.00	1116.00	66.35	NA	NA
BGM-0338	2011	BR.BAG2.PT.11.EA1	2	4820.00	2009.00	2811.00	3269.00	1407.00	69.40	NA	NA
BGM-0339	2011	BR.BAG2.PT.11.EA1	2	5448.00	2293.00	3155.00	3595.00	1523.00	70.10	NA	NA
BGM-0340	2011	BR.BAG2.PT.11.EA1	1	4891.00	1550.00	3341.00	2325.00	775.00	70.30	NA	NA
BGM-0340	2011	BR.BAG2.PT.11.EA1	2	5048.00	1693.50	3354.50	2747.00	1107.00	70.20	NA	NA
BGM-0341	2011	BR.BAG2.PT.11.EA1	1	4886.00	1625.00	3261.00	2954.00	1329.00	68.75	NA	NA
BGM-0341	2011	BR.BAG2.PT.11.EA1	2	4857.00	1630.00	3227.00	2838.00	1208.00	67.80	NA	NA
BGM-0342	2011	BR.BAG2.PT.11.EA1	2	4858.00	847.00	4011.00	1177.00	330.00	67.85	NA	NA
BGM-0343	2011	BR.BAG2.PT.11.EA1	2	5065.00	1987.00	3078.00	3231.00	1491.00	71.05	NA	NA
BGM-0344	2011	BR.BAG2.PT.11.EA1	2	4781.00	1942.00	2839.00	3209.00	1356.00	71.00	NA	NA
BGM-0345	2011	BR.BAG2.PT.11.EA1	1	4912.00	1718.00	3194.00	2601.00	883.00	69.35	NA	NA
BGM-0345	2011	BR.BAG2.PT.11.EA1	2	4960.00	1715.00	3245.00	2586.00	885.00	69.45	NA	NA
BGM-0346	2011	BR.BAG2.PT.11.EA1	2	4731.00	1201.00	3530.00	1733.00	543.00	69.40	NA	NA
BGM-0347	2011	BR.BAG2.PT.11.EA1	1	4675.00	1884.00	2791.00	2652.00	807.00	70.25	NA	NA
BGM-0347	2011	BR.BAG2.PT.11.EA1	2	4576.00	1807.00	2769.00	2515.00	759.00	70.15	NA	NA
BGM-0349	2011	BR.BAG2.PT.11.EA1	2	4624.00	1684.00	2940.00	2469.00	815.00	70.20	NA	NA
BGM-0350	2011	BR.BAG2.PT.11.EA1	2	4122.00	956.00	3166.00	1312.00	356.00	70.35	NA	NA
